立案时间,火警地址,纬度,经度,地理编码状态
2025/2/21 19:09,浦东新区 三林镇 东育路1755弄门口 高架桥下绿化带（消防处置）（到场处置）,31.150781,121.483397,成功
2025/2/20 14:40,浦东新区 南汇新城镇 渔港路 靠近 世纪塘路（微站处置）（到场未处置）,30.847727,121.884031,成功
2025/2/20 23:59,浦东新区 潍坊新村街道 福山路519号(兴业嘉园)1109室（其他社会力量处置）（到场处置）,31.222471,121.532249,成功
2025/2/20 3:28,浦东新区 南码头街道 齐恒路118弄(浦虹苑)9号楼楼下（消防处置）（到场处置）,31.187192,121.520449,成功
2025/2/20 0:14,浦东新区 金杨新村街道 灵山路1671弄附近 香山中学外面操场西侧（微站处置）（到场处置）,31.239054,121.567406,成功
2025/2/19 18:36,浦东新区 宣桥镇 南六公路 靠近 光辉西路（微站处置）（到场未处置）,31.064606,121.707851,成功
2025/2/19 18:06,浦东新区 惠南镇 城南路995号农村自建房 （居民处置）（到场处置）,31.188758,121.692157,成功
2025/2/19 8:17,浦东新区 川沙新镇 吉灿路 爱家华城东区10号901室（消防处置）（到场处置）,31.110649,121.708584,成功
2025/2/19 9:36,浦东新区 惠南镇 黄路村富强326号（消防处置）（到场处置）,31.03013,121.762005,成功
2025/2/18 22:43,浦东新区 新场镇 申江南路 靠近 古丹路 城市快捷宾馆门口（微站处置）（到场未处置）,31.075626,121.640754,成功
2025/2/18 16:11,浦东新区 惠南镇 观海路 靠近 迎薰路口（居民处置）（到场处置）,31.040499,121.783237,成功
2025/2/18 14:38,浦东新区 高东镇 徐路村徐路镇3号 重庆小面（消防处置）（到场处置）,31.125299,121.554336,成功
2025/2/18 9:30,浦东新区 北蔡镇 北中路328弄(莲溪二村)11号101室（微站处置）（到场未处置）,31.183256,121.558453,成功
2025/2/18 8:02,浦东新区 周浦镇 周阳路399弄2号201室 汇福家园蔡丰里（驻防车出动）（消防处置）（到场处置）,31.092049,121.603293,成功
2025/2/18 7:09,浦东新区 唐镇镇 华东路 靠近 景雅路口（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/18 4:16,浦东新区 川沙新镇长桥村吴家宅56号农村自建房（消防处置）（到场处置）,31.172483,121.771552,成功
2025/2/18 0:49,浦东新区 南汇新城镇 江山路1889弄（临港17区）T3号楼318室（自动喷淋装置作用）（到场未处置）,30.869252,121.853823,成功
2025/2/17 20:50,浦东新区 金杨新村街道 金杨路273弄9号101室（居民处置）（到场未处置）,31.248114,121.574658,成功
2025/2/17 20:26,浦东新区 沪东新村街道 利津路51弄(汇佳苑)51号门口（烟花）（消防处置）（到场处置）,31.281552,121.578406,成功
2025/2/17 20:14,浦东新区 周浦镇 周阳路 靠近 瑞福路 桥上 安康里东区南边（燃烧物质燃尽）（到场未处置）,31.096828,121.603826,成功
2025/2/17 18:00,浦东新区 曹路镇 凌空北路 靠近 锦绣东路 路口（消防处置）（到场处置）,31.247353,121.699145,成功
2025/2/17 14:49,浦东新区 南汇新城镇 临团公路 靠近 塘下公路 往北（消防处置）（到场处置）,30.914347,121.891557,成功
2025/2/17 17:38,浦东新区 惠南镇六灶湾村 宣黄公路 靠近 为农路 北面（微站处置）（到场处置）,31.021359,121.764265,成功
2025/2/17 1:14,浦东新区 唐镇镇 创新中路399弄绿波城62号门口（EB）（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/16 21:29,浦东新区 周家渡街道 上南五村2号403室（消防处置）（到场处置）,31.179518,121.500118,成功
2025/2/17 1:09,浦东新区 高桥镇凌桥村2队三官桥西37号农村自建房（消防处置）（到场处置）,31.371053,121.530673,成功
2025/2/16 17:40,浦东新区 三林镇 林鸣路 靠近 东明路（经核实无需消防处置）（到场未处置）,31.207135,121.693661,成功
2025/2/16 17:26,浦东新区 高东镇 洲变路靠近张民路（驻防车出动）（微站处置）（到场未处置）,31.320345,121.636649,成功
2025/2/15 21:12,浦东新区 川沙新镇 川环北路94弄5号3楼（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/14 18:52,浦东新区 航头镇沈庄村846号,31.079258,121.582254,成功
2025/2/14 18:44,浦东新区 崂山二村33号202室,31.236367,121.520266,成功
2025/2/14 14:59,浦东新区 康桥镇 秀浦路428号 附近（消防处置）（到场处置）,31.124945,121.558445,成功
2025/2/14 12:28,浦东新区 潍坊新村街道 张杨路628弄9号（驻防车出动）（燃烧物质燃尽）（到场未处置）,31.22662,121.520399,成功
2025/2/14 12:05,浦东新区 老港镇 通源西路99号农村自建房（消防处置）（到场处置）,31.006955,121.870338,成功
2025/2/14 12:01,浦东新区 周浦镇 周园路 靠近 川周公路 公园内绿化带（消防处置）（到场处置）,31.124977,121.585611,成功
2025/2/13 20:48,浦东新区 鹤洁路346弄 鹤沙航城康乐苑 35号301室（驻防车出动）（居民处置）（到场未处置）,31.069157,121.603759,成功
2025/2/14 1:11,浦东新区 曹路镇 顾高公路3199号 上海沪东有色铸造联营厂 院子内（消防处置）（到场处置）,31.303737,121.673791,成功
2025/2/13 19:43,浦东新区 北蔡镇 北艾路1660弄(大华锦绣华城2-2街区)8号302室（消防处置）（到场处置）,31.179966,121.52258,成功
2025/2/13 18:59,浦东新区 惠南镇 人民西路 靠近 听潮路（消防处置）（到场处置）,31.053637,121.742021,成功
2025/2/13 19:31,浦东新区 张江镇 申城佳苑三期B块（驻防车出动）（消防处置）（到场处置）,31.180606,121.63718,成功
2025/2/13 7:00,浦东新区 南汇新城镇 港辉路308弄21号6楼(临港海滨国际花园)（其他社会力量处置）（到场未处置）,30.889007,121.817447,成功
2025/2/12 22:04,浦东新区 川沙新镇 华夏东路2345弄3号102室(水景豪苑)（居民处置）（到场未处置）,31.201261,121.698283,成功
2025/2/12 21:27,浦东新区 惠南镇 宝业万华城西门门口（烟花）（微站处置）（到场未处置）,31.026358,121.737378,成功
2025/2/12 21:21,浦东新区 曹路镇 金晓路289弄1号楼对面花园（消防处置）（到场处置）,31.275211,121.679021,成功
2025/2/12 21:20,浦东新区 三林镇 秀沿西路 靠近 东明路西面100米（烟花）（消防处置）（到场处置）,31.157021,121.516814,成功
2025/2/12 20:11,浦东新区 周浦镇 周秀路398弄后面河道边（烟花）（燃烧物质燃烬）（到场未处置）,31.093609,121.606433,成功
2025/2/12 20:02,浦东新区 康桥镇 上南路6333弄门口（烟花）（居民处置）（到场未处置）,31.119396,121.549253,成功
2025/2/12 19:44,浦东新区 宣桥镇 人民西路1533弄18号楼附近 靠近大川公路（驻防车出动）（微站处置）（到场未处置）,31.049027,121.726478,成功
2025/2/12 18:35,浦东新区 金杨新村街道 居家桥路1070弄19号103室（居民处置）（到场未处置）,31.24239,121.572012,成功
2025/2/11 23:24,浦东新区 孙桥镇沔北村曹家宅南49号（驻防车出动）,31.164306,121.630974,成功
2025/2/12 18:09,浦东新区 潍坊新村街道 浦城路720号(陈家宅小区)4号707室（驻防车出动）（消防处置）（到场处置）,31.221778,121.51551,成功
2025/2/11 20:00,浦东新区 宣桥镇 宣中路6号上海昌昶纺织有限公司（消防处置）（到场处置）,31.036187,121.703481,成功
2025/2/11 19:49,浦东新区 新场镇 新场大街417号农村自建房（微站处置）（到场未处置）,31.026271,121.646293,成功
2025/2/11 15:18,浦东新区 周浦镇 天雄路 六灶港河西北角（消防处置）（到场处置）,31.109321,121.59532,成功
2025/2/11 15:18,浦东新区 南汇新城镇 层林路139号靠近能源动力中心室外（单位自处）（到场未处置）,30.851582,121.833144,成功
2025/2/11 11:20,浦东新区 高桥镇 凌高路67弄（中凌滨江苑）9号11楼楼道 （保安处置）（到场未处置）,31.367711,121.54538,成功
2025/2/11 9:52,浦东新区 三林镇 懿行路 靠近 林展路（微站处置）（到场未处置）,31.124644,121.508269,成功
2025/2/10 22:47,浦东新区 惠南镇 听云路238弄民乐城鸿飞苑西苑（燃烧物燃尽）（到场处置）,31.060557,121.735912,成功
2025/2/10 17:09,浦东新区 祝桥镇 江镇西街 林荫艺术酒店 旁边 靠近海霞佳苑（消防处置）（到场处置）,31.170732,121.74694,成功
2025/2/10 17:08,浦东新区 新场镇 新环西路 靠近 北一路（专职队处置）（到场处置）,31.022463,121.639936,成功
2025/2/10 17:03,浦东新区 南汇新城镇 塘下公路 靠近 临团公路北面50米（微站处置）（到场未处置）,30.914347,121.891557,成功
2025/2/10 16:20,浦东新区 周浦镇 年家浜东路129弄路边 （消防处置）（到场处置）,31.11453,121.591682,成功
2025/2/10 14:44,浦东新区 北蔡镇 博华路237弄74号401室(文化馨苑)（居民处置）（到场处置）,31.183607,121.546882,成功
2025/2/10 13:10,浦东新区 航头镇 下盐路 靠近 鹤洁路（EB）（驻防车出动）（居民处置）（到场处置）,31.069286,121.602278,成功
2025/2/10 10:40,浦东新区 张江镇 青桐路358弄7号501室(中芯花园)（居民处置）（到场处置）,31.216761,121.622413,成功
2025/2/10 8:46,浦东新区 康桥镇 川周公路2832号沔溪苑沿街商铺2楼楼顶（消防处置）（到场处置）,31.143683,121.617538,成功
2025/2/10 8:32,浦东新区 周浦镇 秀浦路靠近康新公路龙游浦桥（微站处置）（到场未处置）,31.127334,121.616951,成功
2025/2/9 19:59,浦东新区 航头镇牌楼村13组446号边（消防处置）（到场处置）,31.051495,121.549469,成功
2025/2/10 8:37,浦东新区 上钢新村街道 德州七村 59号403室（消防处置）（到场处置）,31.165577,121.486699,成功
2025/2/9 17:42,浦东新区 高行镇 东靖路2250弄11号6楼(绿地崴廉公寓)（其他社会力量处置）（到场未处置）,31.290125,121.613755,成功
2025/2/9 17:36,浦东新区 合庆镇 运通路728弄24号楼门口（居民处置）（到场处置）,31.203081,121.702476,成功
2025/2/9 18:39,浦东新区 惠南镇团结村（微站处置）（到场未处置）,31.022623,121.775526,成功
2025/2/9 16:31,浦东新区 周浦镇姚桥村5组701号旁边（燃烧物质燃尽）（到场未处置）,31.107822,121.563386,成功
2025/2/9 13:58,浦东新区 川沙新镇 川沙镇杜尹村7队26号（消防处置）（到场处置）,31.125409,121.642313,成功
2025/2/9 17:27,浦东新区 祝桥镇 海霞路 靠近 江绣路 海霞佳苑旁公园（消防处置）（到场处置）,31.170531,121.746594,成功
2025/2/9 13:54,浦东新区 高桥镇 滨江森林公园内 海边 近海钓点（其他社会力量处置）（到场未处置）,31.381796,121.525474,成功
2025/2/9 12:15,浦东新区 书院镇 丰产路558号 靠近 东大公路（消防处置）（到场处置）,30.975801,121.848971,成功
2025/2/9 11:13,浦东新区 祝桥镇 盐朝公路汉高路口（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/9 10:49,浦东新区 曹路镇 金晓路星晓家园19号旁垃圾堆放点（消防处置）（到场处置）,31.277304,121.674734,成功
2025/2/9 6:50,浦东新区 瑞和路269弄(瑞浦嘉苑)3号,31.087192,121.588411,成功
2025/2/9 1:40,浦东新区 大团镇 金园村树园9组350号对面（消防处置）（到场处置）,30.9732,121.786311,成功
2025/2/8 19:11,浦东新区 花木街道 严杨路45弄外面（微站处置）（到场未处置）,31.19399,121.527399,成功
2025/2/8 18:44,浦东新区 航头镇 鹤涛路地铁站1号口 对面（消防处置）（到场处置）,31.07297,121.586164,成功
2025/2/8 13:50,浦东新区 南汇新城镇 塘下公路 靠近 洲德路 （微站处置）（到场未处置）,30.948591,121.909843,成功
2025/2/8 10:42,浦东新区 曹路镇 民耀路 靠近 民春路 古李园内 阳光花园对面（居民处置）（到场处置）,31.275143,121.666037,成功
2025/2/8 10:09,浦东新区 惠南镇 南门大街23号鑫通公寓37号（其他社会力量处置）（到场处置）,31.042078,121.752435,成功
2025/2/8 7:47,浦东新区 周浦镇 公元一村2幢6号402室（消防处置）（到场处置）,31.121454,121.576475,成功
2025/2/7 22:44,浦东新区 金阳新村街道 枣庄路212弄31号401室(黄山始信苑)（居民处置）（到场处置）,31.257795,121.571452,成功
2025/2/7 22:29,浦东新区 康桥镇 周园北路522弄12号802室(康湾苑)（居民处置）（到场未处置）,31.130648,121.587518,成功
2025/2/7 20:52,浦东新区 曹路镇 海鸣路 靠近 凌空北路（消防处置）（到场处置）,31.247353,121.699145,成功
2025/2/7 18:34,浦东新区 东明路街道 上南路4191弄(锦丽新苑)6号楼4楼（居民处置）（到场处置）,31.145344,121.510472,成功
2025/2/7 18:45,浦东新区 康桥镇 康桥路1118弄4号11楼(华虹东方苑)（驻防车出动）（居民处置）（到场未处置）,31.14806,121.570996,成功
2025/2/7 17:52,浦东新区 高东镇 龙漕路 靠近 华东路（微站处置）（到场未处置）,31.31982,121.649297,成功
2025/2/7 14:07,浦东新区 祝桥镇 海霞佳苑50号北侧（居民处置）（到场未处置）,31.170531,121.746594,成功
2025/2/7 12:45,浦东新区 祝桥镇 东亭路471弄(东都豪苑)26号前面（消防处置）（到场处置）,31.178518,121.753592,成功
2025/2/7 11:51,浦东新区 浦兴路街道 东陆路1268弄37号202室(东二小区)（驻防车出动）（消防处置）（到场处置）,31.266919,121.595187,成功
2025/2/7 9:18,浦东新区 川沙新镇 川周公路8682弄26号7楼楼道（其他社会力量处置）（到场处置）,31.183904,121.706729,成功
2025/2/6 20:23,浦东新区 周浦镇 界浜村7队491号旁边（微站处置）（到场未处置）,31.125409,121.642313,成功
2025/2/6 23:03,浦东新区 康桥镇 年家浜路 靠近 林海公路（消防处置）（到场处置）,31.024864,121.569394,成功
2025/2/6 19:03,浦东新区 曹路镇 凌空北路 靠近 锦绣东路口（消防处置）（到场处置）,31.247353,121.699145,成功
2025/2/6 18:40,浦东新区 宣桥镇 宣黄公路 吉园坊12号（微站处置）（到场未处置）,31.024434,121.737131,成功
2025/2/6 18:39,浦东新区 川沙新镇 平川路 靠近 川周公路 靠近杨家港河（可燃物质燃尽）（到场未处置）,31.160969,121.660641,成功
2025/2/6 17:50,浦东新区 花木街道 浦建路1288弄2号(锦绣苑)101室仓库（消防处置）（到场处置）,31.20585,121.541916,成功
2025/2/6 15:59,浦东新区 花木街道 花木路500弄(花木苑) 中心花园（消防处置）（到场处置）,31.209381,121.543462,成功
2025/2/6 17:41,浦东新区 曹路镇 凌空北路锦绣东路口（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/6 15:54,浦东新区 新场镇 沪南公路 靠近 申江南路（居民处置）（到场未处置）,31.078859,121.646794,成功
2025/2/6 15:34,浦东新区 康桥镇 康桥路1801弄222号(罗山绿洲别墅)（驻防车出动）（微站处置）（到场处置）,31.150449,121.590384,成功
2025/2/6 15:35,浦东新区 川沙新镇 宏基公寓西侧河边（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/6 12:36,浦东新区 南汇新城镇 环湖南三路 靠近 临隽路（燃烧物质燃烬）（到场处置）,30.873729,121.933294,成功
2025/2/6 12:21,浦东新区 周浦镇 周市路380弄20号楼10楼1003室 (信诚·丽都苑)（消防处置）（到场处置）,31.117299,121.581915,成功
2025/2/6 11:04,浦东新区 新场镇 沪南公路 靠近 杨辉路 路口停车场（微站处置）（到场未处置）,31.026261,121.662352,成功
2025/2/6 8:53,浦东新区 高东镇 光泽路428弄(高东馨苑)56号5楼（经核实无需消防处置）（到场未处置）,31.315017,121.635102,成功
2025/2/5 22:48,浦东新区 唐镇镇 齐爱路 靠近 银樽路 桥上（烟花）（消防处置）（到场处置）,31.215587,121.655539,成功
2025/2/5 18:29,浦东新区 南汇新城镇 古棕路250弄66号门口（其他社会力量处置）（到场处置）,30.883719,121.917462,成功
2025/2/5 18:27,浦东新区 川沙新镇 川沙路 靠近 华夏东路（燃烧物质燃烬）（到场处置）,31.200489,121.704485,成功
2025/2/5 12:41,浦东新区 宣桥镇 航三路 野生动物园地铁站往东200米（消防处置）（到场处置）,31.050325,121.699218,成功
2025/2/5 12:17,浦东新区 书院镇 两港大道 靠近 三三公路 西侧2公里（到场处置）,30.95399,121.904191,成功
2025/2/5 9:07,浦东新区 三林镇 高青路203号 祥灏汽车养护中心（消防处置）（到场处置）,31.15155,121.492487,成功
2025/2/5 7:47,浦东新区 三林镇 板泉路 靠近 浦三路（EB）（消防处置）（到场处置）,31.174249,121.52293,成功
2025/2/4 15:08,浦东新区 川沙新镇 川六公路285号（消防处置）（到场处置）,31.169115,121.713087,成功
2025/2/4 14:37,浦东新区 泥城镇 云汉路1096弄71号401室(荷风华庭)（消防处置）（到场处置）,30.911409,121.804755,成功
2025/2/4 13:30,浦东新区 川沙新镇 园二小区2支弄（居民处置）（到场处置）,31.188989,121.694411,成功
2025/2/4 13:08,浦东新区 南码头路街道 浦三路786弄31号103室轻工六里小区（居民处置）（到场处置）,31.183099,121.518755,成功
2025/2/4 11:16,浦东新区 祝桥镇 祝安苑126号1202室（消防处置）（到场处置）,31.124673,121.757175,成功
2025/2/3 19:54,浦东新区 川沙新镇 华沙一村11号601室（居民处置）（到场未处置）,31.190481,121.693785,成功
2025/2/3 15:53,浦东新区 三林镇 东书房路390弄93号13楼楼道 三林世博家园D区（居民处置）（到场未处置）,31.165057,121.535201,成功
2025/2/3 13:10,浦东新区 三林镇懿德村 新桥港河桥（EB）（消防处置）（到场处置）,31.1291,121.51421,成功
2025/2/3 2:06,浦东新区 书院镇四灶村果园6组114号,31.081564,121.569854,成功
2025/2/2 22:31,浦东新区 老港镇 成日新墅199号（消防处置）（到场处置）,31.061062,121.809471,成功
2025/2/2 7:40,浦东新区 祝桥镇星火村8组412号 盐仓小学南边（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/2 6:56,浦东新区 张江镇 农元路218号序知园林（驻防车出动）（消防处置）（到场处置）,31.173075,121.651366,成功
2025/2/2 2:23,浦东新区 宣桥镇 下盐路 靠近 宣六港东路（消防处置）（到场处置）,31.068331,121.701561,成功
2025/2/2 0:35,浦东新区 川沙新镇 新德西路511弄(新德佳苑)9号楼外（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/2 0:02,浦东新区 惠南镇 惠园路 靠近 靖海南路 东面100米（微站处置）（到场未处置）,31.034854,121.767853,成功
2025/2/1 23:12,浦东新区 洋泾街道 栖山路401弄(凌高小区)6号6楼（自动喷淋装置作用）（到场处置）,31.246718,121.549138,成功
2025/2/1 9:23,浦东新区 沪东新村街道 莱阳路218号401室（经核实无需消防处置）（到场未处置）,31.272374,121.579517,成功
2025/2/1 6:29,浦东新区 大团镇 团新村二团1682号隔壁农村自建房（消防处置）（到场处置）,31.013867,121.754522,成功
2025/3/31 18:09,浦东新区 泥城镇 两港大道 靠近 玉宇路（消防处置）（到场处置）,30.877574,121.805498,成功
2025/3/31 11:07,浦东新区 金杨新村街道 银山路370弄(金杨新村八街坊)3号2002室（微站处置）（到场处置）,31.24602,121.584299,成功
2025/3/31 10:03,浦东新区 高桥镇 杨高北路446弄东街名庭41号(高桥镇东街居民会)（消防处置）（到场处置）,31.345485,121.583404,成功
2025/3/31 1:45,浦东新区 民乐城秀园西苑9号1801室,31.066787,121.745299,成功
2025/3/30 19:40,浦东新区 康桥镇 沪南公路 靠近 秀沈路 周康一村北门（EB） （居民处置）（到场处置）,31.137207,121.568315,成功
2025/3/30 17:41,浦东新区 惠南镇 听达路185弄丽水雅苑北苑20号1303室（燃烧物燃尽）（到场处置）,31.071124,121.75485,成功
2025/3/30 13:04,浦东新区 曹路镇 上川路1468弄6号楼（祭扫）（经核实无需消防处置）,31.277122,121.663508,成功
2025/3/30 12:06,浦东新区 浦兴路街道 金杨路1055弄(金东名苑)2号3楼（微站处置）（到场处置）,31.257197,121.586695,成功
2025/3/30 11:38,浦东新区 浦兴路街道 凌河路618弄 正旺苑72号501室（祭扫）(驻防车出动）（居民处置）,31.271897,121.603084,成功
2025/3/30 11:26,浦东新区 高行镇 双桥路1139弄3号1楼(东源名都)（祭扫）（经核实无需消防处置）,31.283498,121.616122,成功
2025/3/30 11:18,浦东新区 高桥镇 石家街89号4楼（居民处置）（到场处置）,31.344092,121.580611,成功
2025/3/30 9:20,浦东新区 新场镇祝桥村一灶160号（居民处置）（到场未处置）,31.052099,121.675226,成功
2025/3/29 21:11,浦东新区 惠南镇 下盐路872-2号 陆楼多功能活动中心（其他社会力量处置）（到场未处置）,31.074219,121.765314,成功
2025/3/29 15:17,浦东新区 曹路镇民建村南邵家宅15号农村自建房（微站处置）（到场未处置）,31.274154,121.648814,成功
2025/3/29 11:04,浦东新区 川沙新镇 新川路640弄13号3楼（祭扫）（经核实无需消防处置）,31.207135,121.693661,成功
2025/3/29 11:00,浦东新区 周浦镇 周阳路259弄祥和里13号1702室（祭扫）（居民处置）,31.094094,121.602426,成功
2025/3/29 10:59,浦东新区 花木街道 牡丹路225弄1号4楼（祭扫）（经核实无需消防处置）,31.207787,121.547073,成功
2025/3/29 10:47,浦东新区 唐镇镇 唐镇路127弄唐人苑44号5楼（祭扫）（居民处置）,31.207333,121.649931,成功
2025/3/29 10:37,浦东新区 川沙新镇 华夏二路1500弄心圆西苑35号后面11楼（祭扫）（居民处置）,31.173546,121.691405,成功
2025/3/29 10:42,浦东新区 东明路街道 环林东路271弄金禾新苑10号10楼楼道内（祭扫）（居民处置）,31.149365,121.529573,成功
2025/3/29 10:11,浦东新区 花木街道 严镇路96弄由由六村24号5楼楼道（祭扫）（居民处置）,31.191044,121.528936,成功
2025/3/29 10:12,浦东新区 浦兴路街道 凌河路354弄(东陆新村二街坊)51号5楼（祭扫）（居民处置）,31.274026,121.5997,成功
2025/3/29 10:04,浦东新区 花木街道 牡丹路145弄牡丹小区35号1楼（祭扫）（居民处置）,31.207116,121.545249,成功
2025/3/29 9:40,浦东新区 三林镇南阜村60号（消防处置）（到场处置）,31.207135,121.693661,成功
2025/3/29 9:56,浦东新区 浦兴路街道 东陆路1268弄东二小区40号3楼（祭扫）（居民处置）,31.267703,121.596998,成功
2025/3/29 9:04,浦东新区 川沙新镇 运盐河路 妙虹新苑50号1104室（祭扫）（居民处置）（到场未处置）,31.183696,121.716866,成功
2025/3/28 10:35,浦东新区 合庆镇 庆利路425弄(海湾新城)10号室外（祭扫）（居民处置）（到场未处置）,31.231783,121.725711,成功
2025/3/28 8:17,浦东新区 浦兴路街道 凌河路354弄东陆新村二街坊39号401室（祭扫）（居民处置）（到场未处置）,31.274026,121.5997,成功
2025/3/28 7:47,浦东新区 南码头街道 东方路1881弄(东方城市花园)8号1202室（居民处置）（到场未处置）,31.204339,121.519126,成功
2025/3/28 7:17,浦东新区 上钢新村街道 昌里路311弄（上钢三村）3号301室（祭扫）（居民处置）（到场未处置）,31.173858,121.4921,成功
2025/3/27 16:13,浦东新区 金杨新村街道 云山路839弄黄山新城小区43号1001室（其他社会力量处置）（到场未处置）,31.253261,121.572287,成功
2025/3/27 12:33,浦东新区 潍坊新村街道 浦电路 潍坊四村434号303室（居民处置）（到场未处置）,31.218283,121.524164,成功
2025/3/27 11:08,浦东新区 三林镇 江耀路 靠近 钱家滩路（EB）（微站处置）（到场未处置）,31.151852,121.478449,成功
2025/3/27 5:13,浦东新区 三林镇 永泰路210号旁边（居民处置）（到场未处置）,31.142791,121.524573,成功
2025/3/27 8:16,浦东新区 北蔡镇 五星路154号 蘇小柳点心（九小—餐饮）（单位自处）（到场未处置）,31.212129,121.563318,成功
2025/3/27 5:07,浦东新区 曹路镇启明村毛家弄61号（居民处置）（到场未处置）,31.276302,121.687749,成功
2025/3/27 3:23,浦东新区 五星路707弄16号1楼（驻防车出动）,31.178131,121.57501,成功
2025/3/27 1:03,浦东新区 高桥镇陆凌村花山路33号-142（消防处置）（到场处置）,31.344814,121.563631,成功
2025/3/26 11:25,浦东新区 合庆镇庆星村五队徐家宅15号（祭扫）（居民处置）（到场未处置）,31.253857,121.737518,成功
2025/3/26 19:51,浦东新区 南汇新城镇 乔柏路 靠近 安茂路（微站处置）（到场处置）,30.914397,121.942912,成功
2025/3/26 9:59,浦东新区 书院镇 临港往机场方向 两港大道辅道 距临港大道500米（消防处置）（到场处置）,30.914731,121.924537,成功
2025/3/26 8:58,浦东新区 江东路300号旁边（微站处置）（到场处置）,31.375217,121.513744,成功
2025/3/26 5:39,浦东新区 新场镇 新场大街512弄22号1楼（驻防车出动）,31.028363,121.646306,成功
2025/3/26 2:24,浦东新区 航头镇 航梅路525弄 长达佳苑1支弄43号外（消防处置）（到场处置）,31.026294,121.577625,成功
2025/3/26 1:25,浦东新区 浦兴路街道 杨高中路268号 联想客户服务中心门口（燃烧物燃尽）（到场未处置）,31.252064,121.59537,成功
2025/3/25 19:43,浦东新区 高桥镇 东义路21弄小区7号102室（消防处置）（到场处置）,31.347444,121.585653,成功
2025/3/25 16:12,浦东新区 祝桥镇 千汇苑四村68号门口（居民处置）（到场未处置）,31.118007,121.767279,成功
2025/3/25 14:37,浦东新区 惠南镇 梅花路 靠近 拱极路（消防处置）（到场处置）,31.207135,121.693661,成功
2025/3/25 12:27,浦东新区 南汇新城镇 渔港路333弄 宝龙世家5号202室（其他社会力量处置）（到场处置）,30.868945,121.850307,成功
2025/3/25 12:13,浦东新区 川沙新镇 界龙村10队朱高家宅5号（消防处置）（到场处置）,31.175983,121.680511,成功
2025/3/25 11:00,浦东新区 唐镇镇 创新中路399弄(绿波城)34号（微站处置）（到场未处置）（祭扫）,31.210982,121.66686,成功
2025/3/25 2:41,浦东新区 宣桥镇腰路村13组328号前（消防处置）（到场处置）,31.069598,121.720991,成功
2025/3/25 4:51,浦东新区 黄楼镇界龙村朱高家宅5号农村自建房（消防处置）（到场处置）,31.175983,121.680511,成功
2025/3/24 21:54,浦东新区 高行镇 金高路988弄(春江花悦园)23号10楼（居民处置）（到场未处置）,31.285674,121.608059,成功
2025/3/24 21:44,浦东新区 曹路镇 金钻路398弄（金群苑南区）29号1602室（驻防车出动）（居民处置）（到场未处置）,31.287,121.670716,成功
2025/3/24 19:55,浦东新区 康桥镇 拯安路 靠近 康新公路（居民处置）（到场处置）,31.095453,121.629544,成功
2025/3/24 19:30,浦东新区 高行镇 高恒路 靠近 丹琦路（消防处置）（到场处置）,31.291547,121.596333,成功
2025/3/24 19:08,浦东新区 金杨新村街道 金杨路487号中国电信金杨路营业厅（EB）（居民处置）（到场处置）,31.249704,121.580138,成功
2025/3/24 18:08,浦东新区 泥城镇 正茂路 靠近 霜天路 黄沙港边上（居民处置）（到场未处置）,30.888382,121.819758,成功
2025/3/24 17:41,浦东新区 金杨新村街道 金台路115弄(金杨新村十街坊)27号501室（居民处置）（到场处置）,31.250156,121.582949,成功
2025/3/24 13:39,浦东新区 三林镇 板泉路907号 大叔烤肉（消防处置）（到场处置）,31.159682,121.499085,成功
2025/3/24 10:33,浦东新区 航头镇 下沙西街181号南面停车场内 （微站处置）（到场处置）,31.050016,121.586636,成功
2025/3/24 9:39,浦东新区 南汇新城镇 潮乐路20弄(新芦苑D)11号（祭扫）（经核实无需消防处置）,30.872946,121.850245,成功
2025/3/24 3:55,浦东新区 宣桥镇 宣黄公路 靠近 园西路 烧烤店门口（微站处置）（到场未处置）,31.034797,121.710229,成功
2025/3/23 22:40,浦东新区 南汇新城镇 江山路1889弄临港十七区T2楼710室（燃烧物质燃烬）（到场未处置）,30.869252,121.853823,成功
2025/3/23 20:19,浦东新区 三彩路277号对面 垃圾桶,31.121714,121.499519,成功
2025/3/23 20:09,浦东新区 金桥镇 庙港路188弄（申鸿苑）14号301室（其他社会力量处置）（到场未处置）,31.260632,121.638818,成功
2025/3/23 20:01,浦东新区 航头镇 沪南公路5999号秋缦和庭艺术中心的星星充电站处（专职队处置）（到场未处置）,31.027739,121.61749,成功
2025/3/23 19:39,浦东新区 祝桥镇 海霞路685弄 海霞佳苑49号5楼楼道（居民处置）（到场未处置）,31.169656,121.746787,成功
2025/3/23 19:21,浦东新区 上钢新村街道 上南路800弄上钢二村7号楼门口（经核实无需消防处置）（到场未处置）（祭扫）,31.176577,121.494719,成功
2025/3/23 18:24,浦东新区 合庆镇 锦绣东路辅路 靠近 郊野公园（消防处置）（到场处置）,31.207135,121.693661,成功
