立案时间,火警地址,纬度,经度,地理编码状态
2025/1/17 13:56,浦东新区 高桥镇三岔港村唐家宅86号（消防处置）（到场处置）,31.373547,121.510717,成功
2025/1/17 13:11,浦东新区 张江镇 建中路461弄(建中小区)8栋1号101室（微站处置）（到场未处置）,31.19942,121.610543,成功
2025/1/17 13:43,浦东新区 惠南镇 听潮南路427弄23号1楼（消防处置）（到场处置）,31.029566,121.742793,成功
2025/1/17 12:59,浦东新区 张江镇 益江路286弄19号601室（微站处置）（到场未处置）,31.201341,121.633158,成功
2025/1/16 23:32,浦东新区 惠南镇 梅花新邨22号301室（燃烧物质燃尽）（到场处置）,31.050964,121.761584,成功
2025/1/17 12:01,浦东新区 祝桥镇星光村9组586号（微站处置）（到场未处置）,31.115828,121.770434,成功
2025/1/16 21:43,浦东新区 花木街道 莲溪路550弄26号503室(玉兰小区)（消防处置）（到场处置）,31.180932,121.560472,成功
2025/1/16 19:45,浦东新区 高桥镇 江东路1573号对面（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/16 19:43,浦东新区 曹路镇 龚华苑43号后面（消防处置）（到场处置）,31.262432,121.688592,成功
2025/1/16 18:26,浦东新区 浦兴路街道 胶东路855弄15号601室(金舟苑)（驻防车出动）（居民处置）（到场未处置）,31.261154,121.602596,成功
2025/1/16 17:51,浦东新区 陆家嘴街道 正大广场停车场出口旁边陆家嘴西路上花坛处（燃烧物质燃烬）（到场未处置）,31.230679,121.503197,成功
2025/1/16 13:03,浦东新区 周浦镇 芙蓉花路 靠近 青黛路 右边公园芦苇荡（驻防车出动）（燃烧物质燃尽）（到场未处置）,31.095787,121.619943,成功
2025/1/16 12:34,浦东新区 花木街道 牡丹路258弄9号601室（居民处置）（到场未处置）,31.207009,121.548805,成功
2025/1/16 8:24,浦东新区 惠南镇 东城花苑一村77号302室（居民处置）（到场未处置）,31.05134,121.766761,成功
2025/1/15 20:44,浦东新区 书院镇 老芦公路1367号 书院集贸市场（微站处置）（到场处置）,30.926595,121.866724,成功
2025/1/15 19:53,浦东新区 祝桥镇 公元2040小区 凉亭路门口 近河边（消防处置）（到场处置）,31.106707,121.76427,成功
2025/1/15 18:22,浦东新区 唐镇镇 创新中路 靠近 顾唐路 唐镇幼儿园 西面50米（消防处置）（到场处置）,31.207395,121.653873,成功
2025/1/15 17:54,浦东新区 周浦镇 周东路782弄22支弄(日月星城)7号701室（居民处置）（到场未处置）,31.125083,121.583207,成功
2025/1/15 17:10,浦东新区 宣桥镇季桥村蔡圈623号 农村自建房（居民处置）（到场处置）,31.056621,121.687623,成功
2025/1/15 16:47,浦东新区 康桥镇 上南路6881弄28号农村自建房（消防处置）（到场处置）,31.120135,121.565239,成功
2025/1/15 15:28,浦东新区 宣桥镇腰路村13组135号农村自建房（微站处置）（到场处置）,31.069598,121.720991,成功
2025/1/15 12:17,浦东新区 航头镇鹤鸣村32组附近 空地上（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/15 12:49,浦东新区 周家渡街道 雪野路34弄22号104室（消防处置）（到场处置）,31.182586,121.496995,成功
2025/1/14 23:56,浦东新区 高桥镇 草高支路170弄港城新苑3号1402室（经核实无需消防处置）（到场未处置）,31.352129,121.580609,成功
2025/1/14 21:32,浦东新区 曹路镇 龚路支路437弄康平佳苑12号1101室（居民处置）（到场处置）,31.263707,121.687578,成功
2025/1/14 21:05,浦东新区 唐镇镇 上丰路王港路口 星巴克门口（微站处置）（到场未处置）,31.235277,121.680476,成功
2025/1/14 20:02,浦东新区 惠南镇 南团公路 靠近 沪南公路 长安医院后面空地（其他社会力量处置）（到场未处置）,31.041507,121.763178,成功
2025/1/14 19:05,浦东新区 老港镇牛肚村3组420号和422号 棚子（消防处置）（到场处置）,31.034416,121.695938,成功
2025/1/14 19:19,浦东新区 高行镇 中冶尚城东二门（消防处置）（到场处置）,31.314207,121.584691,成功
2025/1/14 18:50,浦东新区 航头镇 牌楼村3组鹤立西路 靠近 长兴河路（消防处置）（到场处置）,31.052612,121.563182,成功
2025/1/14 15:49,浦东新区 北蔡镇 锦绣路2885弄23号702室(锦三角花园)（消防处置）（到场处置）,31.185595,121.542044,成功
2025/1/14 15:32,浦东新区 祝桥镇 千汇苑四村22号1楼（消防处置）（到场处置）,31.116338,121.76527,成功
2025/1/14 10:53,浦东新区 洋泾街道 博山路11弄 泾东小区38号301室（居民处置）（到场未处置）,31.245456,121.558747,成功
2025/1/14 4:45,浦东新区 高行镇 金地未未来 张扬北路出口旁 简易车棚（EB）（消防处置）（到场处置）,31.306607,121.587767,成功
2025/1/14 3:41,浦东新区 高桥镇 康悦路325弄浦凌佳苑14号704室,31.359822,121.534419,成功
2025/1/13 23:58,浦东新区 高行镇 莱阳路2450弄高海家苑8号401室（可燃物燃尽）（到场未处置）,31.311564,121.584688,成功
2025/1/13 19:54,浦东新区 泥城镇 抱雪路 迪尚酒店附近（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/13 15:14,【新】浦东新区 周浦镇 沈梅东路 靠近 瑞阳路 憩园（燃烧物质燃尽）（到场处置）,31.092174,121.588093,成功
2025/1/13 15:57,浦东新区 川沙新镇 川环南路 靠近 新太平桥河边（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/13 13:43,浦东新区 川沙新镇 六陈路999号 靠近 川沙路（燃烧物燃尽）（到场未处置）,31.151299,121.713052,成功
2025/1/13 12:35,浦东新区 陆家嘴街道 上海国金中心商场B2层（其他社会力量处置）（到场未处置）,31.236748,121.501773,成功
2025/1/13 12:24,浦东新区 川沙新镇 新吉村20组农村自建房（居民处置）（到场未处置）,31.109355,121.713066,成功
2025/1/13 9:53,浦东新区 惠南镇徐庙村10组426号农村自建房（消防处置）（到场处置）,31.142886,121.58853,成功
2025/1/12 21:35,浦东新区 北蔡镇 北中路247弄13号302室(莲宏苑)（驻防车出动）（其他社会力量处置）（到场未处置）,31.183824,121.55739,成功
2025/1/12 21:07,浦东新区 周浦镇 瑞阳苑A区42号楼下（居民处置）（到场未处置）,31.098602,121.589947,成功
2025/1/12 19:19,浦东新区 祝桥镇 尹家宅 中圩村33号（消防处置）（到场处置）,31.156458,121.75253,成功
2025/1/12 20:05,浦东新区 三林镇 上南路 靠近 东明路 招商甄境斜对面（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/12 18:52,浦东新区 曹路镇 云雅路400弄14号(同景苑)（居民处置）（到场处置）,31.244472,121.677613,成功
2025/1/12 18:49,浦东新区 康桥镇 康桥地铁站1号口附近（其他社会力量处置）（到场未处置）,31.135172,121.567649,成功
2025/1/12 15:45,浦东新区 沪东新村街道 柳埠路135弄（柳一小区）49号502室（消防处置）（到场处置）,31.261878,121.583388,成功
2025/1/12 16:51,浦东新区 高东镇 高宝路528弄47号门口（EB）（驻防车出动）（微站处置）（到场处置）,31.292897,121.627405,成功
2025/1/12 14:40,浦东新区 祝桥镇 凌空路 靠近 闻居西路（消防处置）（到场处置）,31.125417,121.739436,成功
2025/1/12 13:27,浦东新区 曹路镇 民建村徐家宅4队（微站处置）（到场未处置）,31.271344,121.650615,成功
2025/1/12 13:42,浦东新区 书院镇 临团公路 靠近 两港大道（微站处置）（到场未处置）,30.914347,121.891557,成功
2025/1/12 12:56,浦东新区 宣桥镇光辉村曙光北队236号（祭扫）（居民处置）（到场未处置）,31.06395,121.725832,成功
2025/1/12 11:38,浦东新区 南汇新城镇 花柏路 靠近 沪城环路 碧云壹号小区对面公园处（居民处置）（到场未处置）,30.894318,121.898435,成功
2025/1/12 11:18,浦东新区 三林镇 上南路 靠近 东明路（单位自处）（到场未处置）,31.157021,121.516814,成功
2025/1/12 11:05,浦东新区 惠南镇 拱鸣路95弄9号楼（祭扫）（居民处置）（到场未处置）,31.061313,121.741339,成功
2025/1/12 3:47,浦东新区 唐镇镇 龙东大道4288弄白金翰宫190号（消防处置）（到场处置）,31.222329,121.659693,成功
2025/1/12 10:50,浦东新区 三林镇 和融路55弄2号(士韵佳苑)104室（消防处置）（到场处置）,31.125052,121.499461,成功
2025/1/11 19:26,浦东新区 高东镇 高东新路靠近海徐路桥下（居民处置）（到场处置）,31.333909,121.619187,成功
2025/1/11 19:17,浦东新区 泥城镇 南芦公路 靠近 马五公路东面（消防处置）（到场处置）,30.901094,121.797247,成功
2025/1/11 16:54,浦东新区 周浦镇 瑞和路 靠近 周建路 复美大药房旁（驻防车出动）（居民处置）（到场未处置）,31.089181,121.592656,成功
2025/1/11 13:36,浦东新区 航头镇 鹤韵路549弄11幢门口（其他社会力量处置）（到场未处置）,31.074946,121.596065,成功
2025/1/11 13:31,浦东新区 高东镇 高宝路528弄桥边（驻防车出动）（微站处置）（到场未处置）,31.292897,121.627405,成功
2025/1/11 12:18,浦东新区 塘桥街道 微山二村 20号5楼（居民处置）（到场未处置）,31.207871,121.513163,成功
2025/1/11 13:27,浦东新区 上钢新村街道 长清路地铁站4号口停车场（消防处置）(到场处置),31.174648,121.485495,成功
2025/1/11 12:54,浦东新区 川沙新镇 航城路 靠近 施湾二路口北侧 尽头 中圩村（居民处置）（到场未处置）,31.156458,121.75253,成功
2025/1/11 12:08,浦东新区 川沙新镇 崇溪路小区后门田地内（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/11 10:25,浦东新区 祝桥镇 晚霞路715弄115号(天和湖滨)（其他社会力量处置）（到场处置）,31.180991,121.751734,成功
2025/1/11 9:10,浦东新区 祝桥镇 凌空路 靠近 川六公路（微站处置）（到场未处置）,31.155776,121.731196,成功
2025/1/11 3:39,浦东新区 泥城镇 青鸟路585弄碧桂园浦东星作3号302室（消防处置）（到场处置）,30.907098,121.806127,成功
2025/1/11 6:13,浦东新区 周浦镇 祝家港路90弄东南新村1号202室（消防处置）（到场处置）,31.108825,121.583978,成功
2025/1/10 23:25,浦东新区 泥城镇 南芦公路 靠近 鸿音路（燃烧物质燃尽）（到场处置）,30.883274,121.816014,成功
2025/1/10 20:45,浦东新区 宣桥镇 宣桥村李桥301号（居民处置）（到场未处置）,31.016782,121.717914,成功
2025/1/10 17:33,浦东新区 南码头街道 华丰路 靠近 临沂路口（其他社会力量处置）（到场未处置）,31.199684,121.520858,成功
2025/1/10 17:37,浦东新区 潍坊街道 潍坊路335弄1支弄21号202室 竹园新村（驻防车出动）（居民处置）（到场处置）,31.227561,121.53123,成功
2025/1/10 17:19,浦东新区 南汇新城镇 洋浩路 靠近 健祥路（燃烧物质燃尽）（到场未处置）,30.884705,121.862809,成功
2025/1/10 14:32,浦东新区 周浦镇 罗山南路秀浦路口 东十几米处围墙内（消防处置）（到场处置）,31.129482,121.601473,成功
2025/1/10 13:34,浦东新区 三林镇 同康苑5号901室（居民处置）（到场未处置）,31.121249,121.504351,成功
2025/1/10 12:43,浦东新区 周浦镇 周星路 靠近 繁荣路 公园内（消防处置）（到场处置）,31.10562,121.581358,成功
2025/1/10 8:18,浦东新区 川沙新镇 南桥路700号9号302室 永达城市公寓（居民处置）（到场未处置）,31.187723,121.695847,成功
2025/1/10 5:02,浦东新区 唐镇镇新虹村东包家宅175号2楼农村自建房（消防处置）（到场处置）,31.238934,121.649656,成功
2025/1/9 22:34,浦东新区 康桥镇 川周公路2788弄 桥上（微站处置）（到场未处置）,31.142041,121.613735,成功
2025/1/9 21:46,浦东新区 祝桥镇 晨阳西路150弄(凌港城)3号3楼（居民处置）（到场未处置）,31.171219,121.734276,成功
2025/1/9 21:37,浦东新区 南码头街道 临沂路101弄15号门口（祭扫）（居民处置）（到场未处置）,31.195848,121.514545,成功
2025/1/9 19:20,浦东新区 川沙新镇 川展路 靠近 川六公路（微站处置）（到场未处置）,31.155776,121.731196,成功
2025/1/9 15:17,浦东新区 康桥镇 秀沿路2585弄(文怡苑)一期6号602室（消防处置）（到场处置）,31.130621,121.535119,成功
2025/1/9 14:02,浦东新区 川沙新镇华路村 华路五队蒋家宅19号（消防处置）（到场处置）,31.193761,121.764779,成功
2025/1/9 13:11,浦东新区 周浦镇界浜村 窑墩路450号（消防处置）（到场处置）,31.11267,121.645228,成功
2025/1/9 13:44,浦东新区 陆家嘴街道 东园路 靠近 滨江大道（微站处置）（到场未处置）,31.241986,121.499941,成功
2025/1/9 12:34,浦东新区 康桥镇 康涵路58弄14号世茂云图小区栏杆外 靠近 河边（消防处置）（到场处置）,31.116329,121.546449,成功
2025/1/9 10:48,浦东新区 祝桥镇 三八村271号（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/8 22:24,浦东新区 书院镇 书院中学门口（烟花）（微站处置）（到场未处置）,30.928449,121.864341,成功
2025/1/8 21:07,浦东新区 惠南镇 听谐路86弄（民乐城锦园）26号601室（消防处置）（到场处置）,31.060557,121.735912,成功
2025/1/8 20:35,浦东新区 泥城镇 兴旺新村69号农村自建房（居民处置）（到场未处置）,30.896349,121.832057,成功
2025/1/8 18:02,浦东新区 川沙新镇 新吉村村委会后面（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/8 17:48,浦东新区 祝桥镇红三村13组252号农村自建房（消防处置）（到场处置）,31.069598,121.720991,成功
2025/1/8 15:25,浦东新区 航头镇丰桥村4组（居民处置）（到场未处置）,31.022623,121.775526,成功
2025/1/8 13:27,浦东新区 曹路镇 地铁9号线顾唐路3号出口垃圾桶（消防处置）（到场处置）,31.265325,121.656479,成功
2025/1/8 10:35,浦东新区 康桥镇 东明路 靠近 秀沿西路（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/8 9:53,浦东新区 北蔡镇 锦绣路3841弄绿川新苑27号101室（祭扫）（居民处置）（到场处置）,31.16768,121.546624,成功
2025/1/8 9:18,浦东新区 陆家嘴街道 招远路19弄23号5楼(招远小区)（居民处置）（到场处置）,31.237064,121.514938,成功
2025/1/8 9:13,浦东新区 北蔡镇 下南路339弄(南新三村) 43号601室（消防处置）（到场处置）,31.170237,121.544147,成功
2025/1/8 7:52,浦东新区 周浦镇 川周公路 靠近 周园路 安康新村门口（居民处置）（到场处置）,31.125831,121.588696,成功
2025/1/8 7:14,浦东新区 曹路镇顾三村7队16-17号（居民处置）（到场未处置）,31.125409,121.642313,成功
2025/1/7 20:40,浦东新区 康桥镇 沪南公路3223弄3号1401室（居民处置）（到场未处置）,31.124971,121.568086,成功
2025/1/7 19:46,浦东新区 周家渡街道 成山路226弄(上南九村)5号203室（居民处置）（到场未处置）,31.14771,121.513132,成功
2025/1/7 18:18,浦东新区 泥城镇 民生村13组479号后面（消防处置）（到场处置）,31.069598,121.720991,成功
2025/1/7 17:09,浦东新区 金杨新村街道 云山路 靠近 博山东路 红绿灯（其他社会力量处置）（到场未处置）,31.252385,121.56782,成功
2025/1/7 17:29,浦东新区 航头镇 龙华医院航头分院门诊门口（微站处置）（到场未处置）,31.033702,121.593057,成功
2025/1/7 10:46,浦东新区 浦兴路街道 牟平路56弄40号602室（荷三小区）（消防处置）（到场处置）,31.263783,121.598251,成功
2025/1/7 4:08,浦东新区 惠南镇 东城花苑二村46号别墅外（微站处置）（到场处置）,31.051167,121.770704,成功
2025/1/6 20:58,浦东新区 航头镇 航梅路525弄2支弄21号201室（驻防车出动）（燃烧物质燃尽）（到场未处置）,31.025744,121.577743,成功
2025/1/6 19:36,浦东新区 南码头路街道 临沂路101弄37号门口（祭扫）（居民处置）（到场未处置）,31.194966,121.514968,成功
2025/1/6 18:02,浦东新区 周浦镇牛桥村140号（居民处置）（到场未处置）,31.101361,121.599153,成功
2025/1/6 17:03,浦东新区 宣桥镇 南芦公路 靠近 宣黄公路 宣黄公路公交站 （微站处置）（到场未处置）,31.02508,121.735149,成功
2025/1/6 13:55,浦东新区 新场镇 S3 桥下 大治河南面（消防处置）（到场处置）,31.058429,121.64503,成功
2025/1/6 13:31,浦东新区 康桥镇 林海公路 靠近 秀浦路（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/6 12:38,浦东新区 三林镇 御青路328弄113号25栋(民乐苑)（微站处置）（到场未处置）,31.155952,121.572167,成功
2025/1/6 7:05,浦东新区 潍坊新村街道 潍坊西路 靠近 浦城路（其他社会力量处置）（到场处置）,31.225464,121.525221,成功
2025/1/5 23:48,浦东新区 张江镇 申江路7171弄东郊紫园121号（消防处置）（到场处置）,31.178417,121.623158,成功
2025/1/6 3:03,浦东新区 航头镇 沪南公路5651号上海岱美汽车零部件有限公司（消防处置）（到场处置）,31.027627,121.608902,成功
2025/1/5 21:09,浦东新区 航头镇梅园村5组460号（消防处置）（到场处置）,31.107822,121.563386,成功
2025/1/5 18:10,浦东新区 书院镇 两港大道枸青路口 桥下（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/5 19:38,浦东新区 高桥镇 双江路 靠近 随塘公路（微站处置）（到场未处置）,31.379424,121.543343,成功
2025/1/5 17:47,浦东新区 书院镇 唐港路1059弄60号301室（居民处置）（到场处置）,30.977195,121.864021,成功
2025/1/5 17:26,浦东新区 惠南镇 大川公路2383号 靠近 汇成路（消防处置）（到场处置）,31.032274,121.735015,成功
2025/1/5 14:46,浦东新区 书院镇 东大公路 滨海森林公园对面（微站处置）（到场未处置）,30.972608,121.910479,成功
2025/1/5 14:00,浦东新区 三林镇 浦三路2801弄(浦发绿城)18号602室（消防处置）（到场处置）,31.115839,121.549948,成功
2025/1/5 10:08,浦东新区 潍坊新村街道 潍坊七村730号103室（驻防车出动）（消防处置）（到场处置）,31.223594,121.521734,成功
2025/1/4 20:36,浦东新区 航头镇 航东村676号口袋公园（消防处置）（到场处置）,31.034361,121.602098,成功
2025/1/4 19:32,浦东新区 泥城镇 泥城路 靠近 南芦公路 农具新村1号101室（居民处置）（到场处置）,30.902539,121.829138,成功
2025/1/4 17:22,浦东新区 南汇新城镇 杉青路 靠近 洛神花路口 草地处 近杉云路（消防处置）（到场处置）,30.936708,121.93221,成功
2025/1/4 17:12,浦东新区 航头镇 航鸣路8号（单位自处）（到场未处置）,31.027905,121.603075,成功
2025/1/4 14:55,浦东新区 老港镇 南滨公路2088弄 上海老港生态环保基地（上海生物能源再利用三期工程）（一出动）（消防处置）（到场处置）,31.061831,121.87069,成功
2025/1/4 10:20,浦东新区 航头镇 鹤韵路601弄32号303室（驻防车出动）（居民处置）（到场处置）,31.073332,121.59705,成功
2025/1/4 7:38,浦东新区 三林镇 三林路868号张记茶叶有限公司109商铺（消防处置）（到场处置）,31.141762,121.509087,成功
2025/1/4 7:08,浦东新区 新场镇众安村唐桥615号农村自建房（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/4 5:26,浦东新区 新场镇 新艺路318弄1号（专职队处置）（到场未处置）,31.020797,121.641736,成功
2025/1/3 23:17,浦东新区 浦兴路街道 利津路1111弄47号2楼(东陆新村五街坊)（驻防车出动）（居民处置）（到场未处置）,31.278652,121.593647,成功
2025/1/3 22:28,浦东新区 祝桥镇 百熙路 靠近 航亭环路（燃烧物质燃尽）（到场未处置）,31.102658,121.761776,成功
2025/1/3 16:54,浦东新区 潍坊新村街道 潍坊路126弄潍坊十村5号403室（驻防车出动）（燃烧物质燃尽）（到场未处置）,31.223755,121.5238,成功
2025/1/3 13:42,浦东新区 张江镇 孙农路398弄(紫晶苑)75号前面（EB）（消防处置）（到场处置）,31.176546,121.62582,成功
2025/1/3 12:08,浦东新区 康桥镇 康涵路 靠近 渡桥路 河边 近世贸云图小区（居民处置）（到场未处置）,31.115317,121.54789,成功
2025/1/3 5:08,浦东新区 浦兴路街道 博兴路799弄（浦三小区）36号201室,31.265952,121.590493,成功
2025/1/2 22:32,浦东新区 三林镇 杨思路855弄申江豪城10号门口（消防处置）（到场处置）,31.164874,121.498487,成功
2025/1/2 20:47,浦东新区 康桥镇 御水路 靠近 康桥路 绿洲康城工地内顶楼（驻防车出动）（单位自处）（到场未处置）,31.148571,121.576041,成功
2025/1/2 16:52,浦东新区 惠南镇 民乐城惠园15号楼（居民处置）（到场未处置）,31.065745,121.736364,成功
2025/1/2 15:15,浦东新区 康桥镇 天雄路周祝公路口 靠近乐和城（其他社会力量处置）（到场未处置）,31.103395,121.612326,成功
2025/1/2 14:17,浦东新区 惠南镇 六灶湾村 惠农路墓地处（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/2 12:32,浦东新区 川沙新镇 新川路694号2楼203室（房东处置）（到场未处置）,31.191545,121.69285,成功
2025/1/1 20:54,浦东新区 唐镇镇机口村杨家宅25号（消防处置）（到场处置）,31.207135,121.693661,成功
2025/1/1 20:47,浦东新区 曹路镇 民耀路 靠近 民春路 路口（烟花）（微站处置）（到场未处置）,31.275143,121.666037,成功
2025/1/1 20:03,浦东新区 川沙新镇 华夏东路1260弄 东侧 川沙新镇沙田居委 院子内（消防处置）（到场处置）,31.196184,121.673226,成功
2025/1/1 19:26,浦东新区 唐镇 川沙路2015弄29号(大湾名苑)(烟花)（经核实无需消防处置）（到场未处置）,31.243481,121.686437,成功
2025/1/1 18:59,浦东新区 周浦镇 瑞福路 汇福家园兴盛里北区旁边 姚渔港桥下（烟花）（驻防车出动）（燃烧物燃尽）（到场未处置）,31.098105,121.605707,成功
2025/1/1 18:09,浦东新区 南汇新城镇 南港大道 靠近 堤顶路 西侧150米（消防处置）（到场处置）,30.874434,121.961537,成功
2025/1/1 17:17,浦东新区 北蔡镇 下南路320弄(文汇小区)37号604室（阳台）（居民处置）（到场未处置）,31.166539,121.540729,成功
2025/1/1 14:25,浦东新区 三林镇 杨思路1121弄（东方悦居）67号101室（微站处置）（到场未处置）,31.164202,121.50495,成功
2025/1/1 13:51,浦东新区 张江镇 三灶路65号上海京川工贸有限公司（驻防车出动）（微站处置）（到场处置）,31.177134,121.634426,成功
2025/1/1 13:11,浦东新区 新场镇 鹤坡园对面 过大治河（微站处置）（到场未处置）,31.014054,121.641999,成功
2025/2/28 17:12,浦东新区 川沙新镇长桥村村委会对面农庄内（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/28 15:01,浦东新区 祝桥镇 浦红西路 靠近 祝惠路（消防处置）（到场处置）,31.102499,121.739113,成功
2025/2/27 20:24,浦东新区 大团镇 汇民锦苑5号1403室（居民处置）（到场处置）,30.974848,121.754451,成功
2025/2/27 18:58,浦东新区 康桥镇 秀沿路836弄新中邦城市3号1702室（消防处置）（到场处置）,31.134979,121.571332,成功
2025/2/27 18:20,浦东新区 沪东新村街道 东波路195弄60号502室（居民处置）（到场处置）,31.285102,121.579925,成功
2025/2/27 14:03,浦东新区 塘桥街道 杨高南路 靠近 花木路（消防处置）（到场处置）,31.212537,121.556545,成功
2025/2/27 13:46,浦东新区 周浦镇 沪南公路 靠近 年家浜路（EB）（居民处置）（到场未处置）,31.113433,121.567644,成功
2025/2/27 12:21,浦东新区 唐镇镇 高科东路 阳光天地 后门门（居民处置）（到场处置）,31.214472,121.656053,成功
2025/2/26 21:46,浦东新区 惠南镇 听谐路73弄40号6楼-7楼楼道(民乐城康苑)（居民处置）（到场未处置）,31.057603,121.753008,成功
2025/2/26 17:03,浦东新区 洋泾街道 浦东大道1460弄34号201室(海院小区)（驻防车出动）（消防处置）（到场处置）,31.242215,121.535422,成功
2025/2/26 17:01,浦东新区 周浦镇 康沈路1404号-1号 鼎鑫面馆（九小场所-小餐饮）（（单位自处）（到场处置）,31.121782,121.575173,成功
2025/2/26 16:39,浦东新区 唐镇虹四村卫家宅156号 上海浦东协诚金属构件有限公司宿舍楼农村自建房（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/26 15:25,浦东新区 南汇新城镇 衫青路 靠近 耘艾路（燃烧物质燃尽）（到场未处置）,30.939832,121.944291,成功
2025/2/26 11:04,浦东新区 南汇新城镇 林团公路 靠近 银飞路 海昌公园门口（消防处置）（到场处置）,30.91457,121.903079,成功
2025/2/25 23:36,浦东新区 川沙新镇 川周公路 靠近 栏学路（EB）（微站处置）（到场处置）,31.166486,121.668732,成功
2025/2/25 20:09,浦东新区 高桥镇 江东路1586号往西（微站处置）（到场未处置）,31.36394,121.5474,成功
2025/2/25 18:10,浦东新区 三林镇 东育路1755弄 济阳路 靠近 S20 东侧200米（微站处置）（到场未处置）,31.150781,121.483397,成功
2025/2/25 17:08,浦东新区 曹路镇 金海华城华美佳苑小区西侧公园内（消防处置）（到场处置）,31.279174,121.674129,成功
2025/2/25 8:02,浦东新区 张江镇 申城佳苑1期A块34号903室（驻防车出动）（居民处置）（到场处置）,31.185057,121.639354,成功
2025/2/25 7:01,浦东新区 高东镇 竞赛村沈家宅4队159号（专职队处置）（到场未处置）,31.189496,121.52136,成功
2025/2/25 2:56,浦东新区 鹤立西路上 林海公路-沪南公路之间,31.024864,121.569394,成功
2025/2/25 1:36,浦东新区 康桥镇 锦绣路4890弄 惠康雅苑5号负1层非机动车库（驻防车出动）（EB）（消防处置）（到场处置）,31.150245,121.548092,成功
2025/2/24 21:30,浦东新区 张江镇 孙耀路111弄1号楼（驻防车出动）（经核实无需消防处置）,31.185451,121.635725,成功
2025/2/24 20:49,浦东新区 南汇新城镇 海基五路 靠近 海基六路（消防处置）（到场处置）,30.863126,121.913514,成功
2025/2/24 18:02,浦东新区 南汇新城镇 橄榄路 茉莉路口东侧的河边（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/24 20:19,浦东新区 金杨新村街道 德平路1189弄90支弄香山新村东南街坊11号（微站处置）（到场处置）,31.240149,121.571492,成功
2025/2/24 16:24,浦东新区 泥城镇 龙港北路 靠近 老芦公路 龙港五村（居民处置）（到场未处置）,30.905874,121.859785,成功
2025/2/24 11:31,浦东新区 张江镇 沈括路581号旁边的荒地（居民处置）（到场未处置）,31.190382,121.616188,成功
2025/2/24 9:56,浦东新区 金杨新村街道 银山路 靠近 金口路（其他社会力量处置）（到场未处置）,31.24681,121.579792,成功
2025/2/23 17:29,浦东新区 新场镇坦东村 村委会 北面（其他社会力量处置）（到场未处置）,31.069115,121.667354,成功
2025/2/24 6:35,浦东新区 沪东新村街道 博兴路250弄44号1楼(沪南小区)（居民处置）（到场未处置）,31.267909,121.580023,成功
2025/2/23 14:59,浦东新区 金杨新村街道 金口路471弄48号楼2楼（消防处置）（到场处置）,31.246145,121.582129,成功
2025/2/23 12:59,浦东新区 祝桥镇 金湾佳园7号302室（居民处置）（到场未处置）,31.141784,121.759589,成功
2025/2/23 12:34,浦东新区 南汇新城镇 芦潮港路2050弄1号上海都桥智科有限公司（单位自处）（到场处置）,30.895529,121.833913,成功
2025/2/23 11:39,浦东新区 三林镇 锦绣路 靠近 御桥路（祭扫）（居民处置）（到场未处置）,31.155317,121.558395,成功
2025/2/23 11:20,浦东新区 航头镇 下盐公路 靠近 沪南公路 立地东方苑82号1楼（驻防车出动）（居民处置）（到场处置）,31.067126,121.589983,成功
2025/2/23 11:21,浦东新区 宣桥镇 项埭村施桥204号（微站处置）（到场处置）,31.045487,121.704444,成功
2025/2/22 14:20,浦东新区 北蔡镇 陈春路 靠近 新浦路 东北方向旁（消防处置）（到场处置）,31.167965,121.536884,成功
2025/2/22 15:44,浦东新区 老港镇 沪南公路 靠近 两港公路（居民处置）（到场处置）,31.050211,121.855332,成功
2025/2/22 14:44,浦东新区 三林镇 林展路411弄(依水园)18号201室（驻防车出动）（经核实无需消防处置）（到场未处置）,31.122621,121.509466,成功
2025/2/22 7:25,浦东新区 惠南镇 荡湾新村 元家宅15号（微站处置）（到场处置）,31.040881,121.763927,成功
2025/2/22 12:02,浦东新区 惠南镇 宣黄公路 靠近 城西路（消防处置）（到场处置）,31.207135,121.693661,成功
2025/2/21 21:45,浦东新区 祝桥镇 千汇苑四村93号102室（微站处置）（消防处置）,31.117789,121.764216,成功
2025/2/21 12:17,浦东新区 曹路镇 日新村龚家宅16号农村自建房（消防处置）（到场处置）,31.065867,121.755731,成功
2025/2/21 14:41,浦东新区 金杨新村街道 金桥路1506弄15号门口（燃烧物质燃尽）（到场未处置）,31.249101,121.589414,成功
